period,scenario,subscenario,subperiod,ThermalA_01 - Eastern,ThermalA_01 - Western,PortfolioA_01 - Eastern,PortfolioA_01 - Western,PortfolioA_02 - Eastern,PortfolioA_02 - Western,PricetakerA_01 - Eastern,PricetakerA_01 - Western,SelfproducerA_01 - Eastern,SelfproducerA_01 - Western,UpstreamA_01 - Eastern,UpstreamA_01 - Western,DownstreamA_01 - Eastern,DownstreamA_01 - Western
1,1,1,1,-0.002319336,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,8000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,0.0,0.0,4000.0,0.0,28000.0,0.0
1,1,2,1,-0.002319336,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,3,8000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,0.0,0.0,4000.0,0.0,28000.0,0.0
1,1,3,1,0.0031585693,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,0.0009765625,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,4,1,0.0031585693,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,0.0009765625,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,1,1,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,760.0,0.0,5379.9995,0.0
1,2,1,2,-0.0046691895,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,220.0,0.0,1600.0,0.0
1,2,1,3,8000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,0.0,0.0,3950.0,0.0,27995.715,0.0
1,2,2,1,8000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,-0.0234375,0.0,3350.0002,0.0,23750.0,0.0
1,2,2,2,8000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,1550.0001,0.0,11150.0,0.0
1,2,2,3,8000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,0.0,0.0,3950.0,0.0,27950.0,0.0
1,2,3,1,0.0031585693,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,0.0009765625,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,4,1,-0.0036621094,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,620.0,0.0,4400.0,0.0
1,2,4,2,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,360.0,0.0,2580.0,0.0
1,2,4,3,0.0009765625,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,790.0,0.0,5590.0,0.0
1,3,1,1,58000.0,0.0,-0.044921875,0.0,0.0,8000.0,0.0,0.0,30000.0,0.0,1800.0,0.0,13800.0,0.0
1,3,1,2,8000.0,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,-0.01159668,0.0,-1250.0,0.0,-50.0,0.0
1,3,1,3,58000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,30000.0,0.0,3800.0,0.0,27800.0,0.0
1,3,2,1,58000.0,0.0,-0.044921875,0.0,0.0,8000.0,0.0,0.0,30000.0,0.0,1800.0,0.0,13800.0,0.0
1,3,2,2,17999.979,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,10000.0,0.0,-900.0,0.0,-100.0,0.0
1,3,2,3,58000.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.06738281,30000.0,0.0,3800.0,0.0,27800.0,0.0
1,3,3,1,18000.045,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,10000.0,0.0,700.00006,0.0,5500.0,0.0
1,3,3,2,0.0031738281,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,-730.0,0.0,-10.0,0.0
1,3,3,3,18000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,10000.0,0.0,2100.0,0.0,15300.0,0.0
1,3,4,1,18000.045,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,10000.0,0.0,700.00006,0.0,5500.0,0.0
1,3,4,2,8000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.015625,0.0,-450.0,0.0,-50.0,0.0
1,3,4,3,18000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,10000.0,0.0,2100.0,0.0,15300.0,0.0
2,1,1,1,58000.0,0.0,-0.0009765625,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,1800.0,0.0,13800.0,0.0
2,1,1,2,58000.0,0.0,0.0,0.0,0.0,96000.0,0.0,0.0,30000.0,0.0,200.00003,0.0,2600.0,0.0
2,1,1,3,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,3399.9998,0.0,25000.0,0.0
2,1,2,1,58000.0,0.0,-0.0029296875,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,1400.0001,0.0,11000.0,0.0
2,1,2,2,58000.0,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,30000.0,0.0,1200.0,0.0,9600.0,0.0
2,1,2,3,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,2800.0,0.0,20800.0,0.0
2,1,3,1,17999.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-100.0,0.0,-214.28572,0.0
2,1,3,2,17999.984,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,10000.0,0.0,-100.0,0.0,-214.28572,0.0
2,1,3,3,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055664062,30000.0,0.0,5800.0,0.0,41800.0,0.0
2,1,4,1,17999.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-100.0,0.0,-214.28572,0.0
2,1,4,2,58000.0,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,30000.0,0.0,2200.0,0.0,16600.0,0.0
