period,scenario,subscenario,subperiod,ThermalA_01 - Eastern,ThermalA_01 - Western,PortfolioA_01 - Eastern,PortfolioA_01 - Western,PortfolioA_02 - Eastern,PortfolioA_02 - Western,PricetakerA_01 - Eastern,PricetakerA_01 - Western,SelfproducerA_01 - Eastern,SelfproducerA_01 - Western,UpstreamA_01 - Eastern,UpstreamA_01 - Western,DownstreamA_01 - Eastern,DownstreamA_01 - Western
1,1,1,1,1759.9999904632568,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,1,1,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1,1,3,10000.000149011612,0.0,0.0,0.0,0.0,11999.999731779099,0.0,4800.000227987766,3999.999910593033,0.0,3999.999910593033,0.0,28000.00011920929,0.0
1,1,2,1,1759.9999904632568,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,1,2,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1,2,3,10000.000149011612,0.0,0.0,0.0,0.0,11999.999731779099,0.0,4800.000227987766,3999.999910593033,0.0,3999.999910593033,0.0,28000.00011920929,0.0
1,1,3,1,160.0000075995922,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,1,3,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1,3,3,1360.0000739097595,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,1,4,1,160.0000075995922,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,1,4,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1,4,3,1360.0000739097595,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,799.9999821186066,0.0,5600.000023841858,0.0
1,2,1,1,2000.0000298023224,0.0,0.0,0.0,0.0,399.9999910593033,0.0,0.0,0.0,0.0,769.9999958276749,0.0,5389.999747276306,0.0
1,2,1,2,320.0000151991844,0.0,0.0,0.0,0.0,6399.9998569488525,0.0,0.0,0.0,0.0,230.00000044703484,0.0,1609.9999845027924,0.0
1,2,1,3,10000.000149011612,0.0,0.0,0.0,0.0,11999.999731779099,0.0,4800.000227987766,3999.999910593033,0.0,3999.999910593033,0.0,28000.00011920929,0.0
1,2,2,1,10000.000149011612,0.0,0.0,0.0,0.0,1999.9999552965164,0.0,0.0,3599.9998450279236,0.0,3400.000184774399,0.0,23800.000548362732,0.0
